dpr_idobjetoa,dpr_idobjetob,dpr_latitudobja,dpr_longitudobja,dpr_altitudobja,dpr_velocidadobja,dpr_direccionobja,dpr_latitudobjb,dpr_longitudobjb,dpr_altitudobjb,dpr_velocidadobjb,dpr_direccionobjb,dpr_distanciaentreobj,dpr_tiporegistro,dpr_etiquetaregistro
10,21,-36.780147,-73.067105,0.0,249.2,355.2,-36.777541,-73.066762,0.0,90.9,159,,1,1
2,19,-36.77701,-73.06659,0.0,129.3,143,-36.778406,-73.06626,0.0,237,10.8,,1,1
9,19,-36.775988,-73.067328,0.0,155.4,148.8,-36.779952,-73.068225,0.0,296,146.8,,1,1
5,16,-36.777638,-73.06768,0.0,64.4,225.3,-36.777937,-73.067248,0.0,257,308.8,,1,1
6,13,-36.78018,-73.06497,0.0,234.6,102.5,-36.776723,-73.064239,0.0,199.9,250,,1,1
2,11,-36.779074,-73.066552,0.0,97.4,276.5,-36.77586,-73.068154,0.0,243.1,207.5,,1,1
1,16,-36.77535,-73.066934,0.0,8.2,98.6,-36.776218,-73.066423,0.0,236.7,285.1,,1,1
4,16,-36.778357,-73.064793,0.0,173.1,129.2,-36.775949,-73.06847,0.0,250,257.2,,1,1
5,19,-36.777677,-73.065142,0.0,295.5,146.3,-36.779816,-73.065774,0.0,85.5,56.1,,1,1
3,18,-36.780427,-73.066758,0.0,216.4,151.1,-36.775844,-73.064604,0.0,128,348.4,,1,1
6,17,-36.77616,-73.067129,0.0,59.1,359.6,-36.776232,-73.064953,0.0,199.6,248.8,,1,1
7,17,-36.778769,-73.067235,0.0,54.7,302,-36.777665,-73.067201,0.0,274.5,305.1,,1,1
10,18,-36.779114,-73.067089,0.0,200.3,351.3,-36.775604,-73.067501,0.0,101.8,293.8,,1,1
4,19,-36.776849,-73.068136,0.0,198.6,193.3,-36.775406,-73.064684,0.0,14.7,323.7,,1,1
9,11,-36.776886,-73.066164,0.0,154.1,265.5,-36.778451,-73.067186,0.0,182.7,276.2,,1,1
9,19,-36.778548,-73.064665,0.0,121,163.4,-36.779538,-73.066216,0.0,216.7,91.5,,1,1
1,17,-36.775977,-73.067177,0.0,249.4,230.6,-36.776854,-73.067849,0.0,208.5,180.1,,1,1
8,14,-36.776498,-73.065352,0.0,16.8,227.3,-36.777371,-73.067379,0.0,219.2,200.3,,1,1
10,17,-36.779839,-73.064515,0.0,14.3,288.6,-36.779892,-73.066218,0.0,272.6,48.2,,1,1
4,15,-36.776503,-73.065323,0.0,163.7,125.2,-36.778203,-73.06734,0.0,64.3,163.3,,1,1
5,11,-36.775686,-73.066359,0.0,74.3,144.6,-36.779399,-73.065687,0.0,196.5,340.6,,1,1
10,14,-36.775966,-73.067116,0.0,193.4,175.4,-36.776968,-73.064104,0.0,242.6,160.8,,1,1
8,12,-36.77588,-73.064878,0.0,110,215.8,-36.779507,-73.066251,0.0,262.6,228.6,,1,1
8,12,-36.777538,-73.064153,0.0,192.7,110.7,-36.777095,-73.065629,0.0,230.7,231.4,,1,1
3,20,-36.775449,-73.063863,0.0,146.8,344.1,-36.780339,-73.064839,0.0,9.5,273.6,,1,1
5,11,-36.776766,-73.064996,0.0,185.4,57.1,-36.775287,-73.068058,0.0,262.5,5.1,,1,1
4,17,-36.775927,-73.064615,0.0,164.6,115.4,-36.778634,-73.068201,0.0,38.6,323.4,,1,1
7,12,-36.776344,-73.067505,0.0,293.1,253.6,-36.776298,-73.067411,0.0,269.5,318,,1,1
6,12,-36.779647,-73.067522,0.0,167.7,42.5,-36.775209,-73.068045,0.0,24.9,97.1,,1,1
4,19,-36.779953,-73.065618,0.0,187.1,7.6,-36.778152,-73.064998,0.0,269.1,48.5,,1,1
8,12,-36.7759,-73.066456,0.0,206,25.9,-36.775891,-73.068299,0.0,13.5,26.1,,1,1
2,11,-36.775889,-73.065993,0.0,28,300.9,-36.775318,-73.065234,0.0,204.5,351.1,,1,1
6,16,-36.77859,-73.065545,0.0,85.9,218.1,-36.777321,-73.065152,0.0,274.2,0.9,,1,1
4,14,-36.776175,-73.068422,0.0,61.6,293.8,-36.778671,-73.066055,0.0,29.9,358.8,,1,1
1,18,-36.779465,-73.066534,0.0,264.3,135.9,-36.775976,-73.0684,0.0,16.7,308.6,,1,1
1,11,-36.777905,-73.065471,0.0,0.7,207.6,-36.780143,-73.066159,0.0,137.7,277.3,,1,1
1,18,-36.778941,-73.065977,0.0,152.4,333.7,-36.779442,-73.06461,0.0,95.5,176.6,,1,1
5,21,-36.777262,-73.066152,0.0,166.5,30.9,-36.779783,-73.066843,0.0,172.8,305.8,,1,1
10,19,-36.778671,-73.06604,0.0,22.8,346.2,-36.775275,-73.066847,0.0,111.5,342.4,,1,1
1,20,-36.779892,-73.064486,0.0,79,309.6,-36.778135,-73.064962,0.0,236,273.9,,1,1
3,13,-36.779671,-73.068542,0.0,55.5,325.8,-36.778214,-73.06431,0.0,204.1,139.5,,1,1
3,13,-36.780433,-73.065179,0.0,246,141.1,-36.77676,-73.065013,0.0,133,211.5,,1,1
5,16,-36.779433,-73.06421,0.0,83.1,184.2,-36.775533,-73.065491,0.0,106.6,116.2,,1,1
5,12,-36.777134,-73.065526,0.0,192.8,47.8,-36.776022,-73.06474,0.0,56.1,334.1,,1,1
8,21,-36.778171,-73.064059,0.0,15.2,147.5,-36.775798,-73.066696,0.0,137.1,151.1,,1,1
5,20,-36.776341,-73.064108,0.0,35.2,82.6,-36.778533,-73.064735,0.0,232.2,58.8,,1,1
3,13,-36.7794,-73.065312,0.0,179.6,248.8,-36.779979,-73.067218,0.0,63.2,276.2,,1,1
2,12,-36.780027,-73.066745,0.0,21.5,218.7,-36.776414,-73.066127,0.0,223.7,357.1,,1,1
10,19,-36.776918,-73.065362,0.0,19.8,69,-36.779988,-73.068236,0.0,299.6,186.3,,1,1
5,19,-36.778155,-73.063896,0.0,249.1,221.4,-36.778042,-73.066873,0.0,136.6,136.5,,1,1
2,16,-36.778998,-73.064983,0.0,99.8,359.3,-36.779721,-73.064194,0.0,260.8,20.3,,1,1
2,18,-36.778072,-73.064791,0.0,215.4,292.9,-36.779531,-73.06611,0.0,56.8,142.9,,1,1
10,14,-36.77846,-73.066779,0.0,288.1,120.2,-36.780153,-73.063942,0.0,275.7,217,,1,1
5,16,-36.775809,-73.066355,0.0,216.6,323.8,-36.777683,-73.068277,0.0,178.7,251.4,,1,1
3,21,-36.777281,-73.067831,0.0,215.4,77.7,-36.776812,-73.067797,0.0,289.9,226.8,,1,1
8,16,-36.779702,-73.068362,0.0,20.3,250.4,-36.777822,-73.064536,0.0,206.3,219.4,,1,1
1,13,-36.777729,-73.065204,0.0,118.7,259.3,-36.780131,-73.063941,0.0,4.5,315.3,,1,1
4,18,-36.779203,-73.066367,0.0,271.7,176.2,-36.780286,-73.067987,0.0,25.4,116.5,,1,1
3,21,-36.778622,-73.065627,0.0,112.3,32.2,-36.775749,-73.06793,0.0,170.7,56.8,,1,1
4,12,-36.775513,-73.067126,0.0,21,89.2,-36.778332,-73.066765,0.0,69.4,195.6,,1,1
10,14,-36.780355,-73.065789,0.0,252.2,35.2,-36.778589,-73.064472,0.0,232.4,49.5,,1,1
8,19,-36.779869,-73.065111,0.0,217.6,287.7,-36.777065,-73.06423,0.0,134.6,343.6,,1,1
1,11,-36.778673,-73.065823,0.0,130.3,200.1,-36.779982,-73.067863,0.0,267.6,186.3,,1,1
2,18,-36.776424,-73.065362,0.0,160.9,173,-36.778949,-73.065969,0.0,41.6,85.2,,1,1
3,20,-36.776769,-73.066019,0.0,20.1,274.2,-36.77862,-73.065321,0.0,250.8,226.3,,1,1
2,20,-36.778461,-73.065028,0.0,46.6,338.7,-36.775651,-73.067119,0.0,54.9,109.1,,1,1
10,21,-36.780061,-73.067854,0.0,71.6,119.8,-36.77626,-73.064794,0.0,172.4,245.7,,1,1
1,18,-36.780427,-73.06705,0.0,62.4,114.6,-36.776744,-73.064741,0.0,272,76.5,,1,1
2,19,-36.778325,-73.06702,0.0,90.6,224.5,-36.778632,-73.067995,0.0,116,34.5,,1,1
2,12,-36.776071,-73.067163,0.0,127.2,134,-36.776436,-73.066041,0.0,104.4,241,,1,1
7,20,-36.779809,-73.066364,0.0,30.6,329.2,-36.775497,-73.063856,0.0,67.2,279.9,,1,1
6,14,-36.77723,-73.068348,0.0,35.1,324.5,-36.777529,-73.066066,0.0,111.1,113.1,,1,1
6,16,-36.775968,-73.066396,0.0,133.8,162.7,-36.778385,-73.064168,0.0,110.2,119.4,,1,1
6,17,-36.779775,-73.067686,0.0,52.2,347.4,-36.776524,-73.065283,0.0,94.6,220,,1,1
1,16,-36.776094,-73.065901,0.0,16,18.1,-36.778336,-73.068517,0.0,249.9,30.3,,1,1
3,18,-36.777653,-73.067363,0.0,37.6,225.6,-36.778418,-73.068303,0.0,266.5,68.3,,1,1
4,19,-36.777936,-73.067968,0.0,135.9,127.9,-36.775852,-73.064318,0.0,157.3,75,,1,1
9,13,-36.777566,-73.066967,0.0,189.4,261.5,-36.777287,-73.06706,0.0,65.3,10.1,,1,1
4,18,-36.778408,-73.065048,0.0,192.1,220.8,-36.776175,-73.066496,0.0,110.7,35.5,,1,1
1,20,-36.779822,-73.064441,0.0,247.7,70,-36.777475,-73.064509,0.0,16,4.6,,1,1
10,18,-36.775697,-73.065732,0.0,273.8,61.5,-36.777407,-73.064338,0.0,243.1,116.3,,1,1
5,14,-36.779233,-73.066119,0.0,277.3,259.5,-36.777244,-73.064889,0.0,246,280.7,,1,1
8,21,-36.780065,-73.06668,0.0,262,122.1,-36.780113,-73.064559,0.0,92,299.3,,1,1
1,14,-36.775553,-73.065933,0.0,90.1,311.9,-36.776287,-73.064672,0.0,79.9,170.5,,1,1
3,18,-36.780279,-73.066348,0.0,36,99.8,-36.777405,-73.067257,0.0,109.6,261.3,,1,1
8,15,-36.780421,-73.066093,0.0,275,204.1,-36.777414,-73.066849,0.0,76.6,103,,1,1
6,19,-36.777082,-73.065289,0.0,34.2,110.7,-36.77976,-73.064766,0.0,35.1,151.6,,1,1
6,21,-36.777272,-73.067438,0.0,178,40.6,-36.775396,-73.06747,0.0,102.8,199.8,,1,1
3,11,-36.776866,-73.066841,0.0,127.7,175.4,-36.776223,-73.065015,0.0,99.3,302,,1,1
2,13,-36.775956,-73.064761,0.0,197,93,-36.778435,-73.064867,0.0,91.8,162.7,,1,1
8,11,-36.777571,-73.067915,0.0,79.4,67.5,-36.779931,-73.064039,0.0,230.8,285,,1,1
9,16,-36.775916,-73.065381,0.0,37.8,307.9,-36.780403,-73.064703,0.0,67.3,40.9,,1,1
4,11,-36.778059,-73.065879,0.0,137.6,39.1,-36.777825,-73.068438,0.0,11.9,219.9,,1,1
8,15,-36.778059,-73.068194,0.0,244.8,344.1,-36.777861,-73.066283,0.0,203.4,224.1,,1,1
4,15,-36.777346,-73.068074,0.0,273.7,75.4,-36.778041,-73.067192,0.0,31.5,183.3,,1,1
4,11,-36.778965,-73.065525,0.0,214.6,187.6,-36.779824,-73.06456,0.0,231.4,296.5,,1,1
2,12,-36.7791,-73.065302,0.0,271.3,344.3,-36.775373,-73.068225,0.0,212.9,49.1,,1,1
4,16,-36.776124,-73.064572,0.0,91.3,296.5,-36.775801,-73.066422,0.0,11.3,85.1,,1,1
3,17,-36.779468,-73.066725,0.0,56.8,197.2,-36.777485,-73.065448,0.0,165.5,85.2,,1,1
4,17,-36.778548,-73.067433,0.0,84.3,82.7,-36.779797,-73.065735,0.0,167.5,223.8,,1,1
1,19,-36.779781,-73.067685,0.0,258.1,31.4,-36.778065,-73.066799,0.0,189.7,171.7,,1,1
3,16,-36.776575,-73.068282,0.0,174.3,345.1,-36.777918,-73.064588,0.0,122.7,105.3,,1,1
10,14,-36.77769,-73.065782,0.0,295.2,105,-36.777179,-73.067534,0.0,299.9,57.9,,1,1
9,21,-36.775215,-73.066734,0.0,249,181.6,-36.779928,-73.06572,0.0,175,138.2,,1,1
8,21,-36.780157,-73.066022,0.0,136.2,109.1,-36.77856,-73.064995,0.0,294.8,58.7,,1,1
7,15,-36.775896,-73.06811,0.0,12.8,335,-36.778885,-73.064569,0.0,265.5,264.3,,1,1
8,20,-36.776023,-73.064703,0.0,234.4,171.1,-36.779102,-73.067095,0.0,253.7,203.1,,1,1
3,21,-36.77928,-73.065045,0.0,236.3,21.4,-36.77811,-73.065255,0.0,238.1,73.1,,1,1
2,11,-36.776021,-73.068052,0.0,95.8,359.7,-36.777728,-73.065458,0.0,239.2,335,,1,1
6,15,-36.779946,-73.068285,0.0,86,181.4,-36.78046,-73.066371,0.0,160.3,141.8,,1,1
2,16,-36.777186,-73.067677,0.0,261.6,249.2,-36.777493,-73.067714,0.0,38.1,99.5,,1,1
8,16,-36.779298,-73.068211,0.0,93.1,130.9,-36.776186,-73.067151,0.0,115.9,109.1,,1,1
2,14,-36.780367,-73.065877,0.0,218.3,280.8,-36.778716,-73.068136,0.0,115.2,197.5,,1,1
3,18,-36.776787,-73.06545,0.0,287.1,231.9,-36.780259,-73.066386,0.0,237.3,66,,1,1
9,15,-36.779368,-73.067839,0.0,261.3,240.7,-36.776017,-73.066472,0.0,120.5,28,,1,1
5,19,-36.777333,-73.068146,0.0,230.3,317.4,-36.775205,-73.065602,0.0,271.2,114.2,,1,1
8,13,-36.778667,-73.067749,0.0,201.6,132.8,-36.775551,-73.065059,0.0,119.9,81.5,,1,1
9,13,-36.776746,-73.068363,0.0,107.6,4.5,-36.775312,-73.067242,0.0,174.2,291.7,,1,1
5,20,-36.779454,-73.063981,0.0,149.3,286,-36.776727,-73.064862,0.0,155.9,92.5,,1,1
5,12,-36.775853,-73.065817,0.0,58.4,45.5,-36.776476,-73.067595,0.0,74.7,140.6,,1,1
5,17,-36.778608,-73.064434,0.0,285.6,261.6,-36.777363,-73.067155,0.0,31,347.5,,1,1
3,13,-36.779226,-73.06458,0.0,3.6,275.2,-36.775282,-73.065746,0.0,284.4,148.2,,1,1
4,21,-36.778032,-73.064081,0.0,103.8,6.8,-36.780326,-73.067598,0.0,218.4,157,,1,1
4,18,-36.780038,-73.068553,0.0,43.5,327.2,-36.778569,-73.066103,0.0,265,115.3,,1,1
10,12,-36.775249,-73.068254,0.0,108.1,348.6,-36.779976,-73.067174,0.0,253.1,144.3,,1,1
5,14,-36.779907,-73.06832,0.0,252.6,223,-36.778834,-73.06672,0.0,283,56.2,,1,1
9,21,-36.77983,-73.068503,0.0,281.5,254.1,-36.779642,-73.065979,0.0,179.8,164.6,,1,1
9,19,-36.775936,-73.066396,0.0,11.6,164.8,-36.776878,-73.068593,0.0,187.7,267.4,,1,1
8,14,-36.776939,-73.067895,0.0,123.2,226.2,-36.77985,-73.06651,0.0,197.6,48.4,,1,1
5,11,-36.778586,-73.066141,0.0,228,306.2,-36.776826,-73.065632,0.0,34.8,12.5,,1,1
3,17,-36.777411,-73.065325,0.0,211.3,4,-36.778311,-73.068363,0.0,39.1,217.1,,1,1
3,17,-36.775625,-73.06836,0.0,240.8,151.7,-36.777959,-73.066528,0.0,203.9,69.2,,1,1
2,18,-36.779829,-73.067261,0.0,191.5,17.9,-36.777031,-73.066677,0.0,298,102.9,,1,1
2,18,-36.778084,-73.064455,0.0,291.7,18.2,-36.777624,-73.065079,0.0,6.5,281.1,,1,1
10,17,-36.775809,-73.067835,0.0,195.4,37.5,-36.779477,-73.068182,0.0,293.1,239.2,,1,1
9,20,-36.778404,-73.068618,0.0,94.6,32.6,-36.777068,-73.067688,0.0,220,257.9,,1,1
6,12,-36.777722,-73.064614,0.0,124.2,70.5,-36.776927,-73.065978,0.0,272.7,5.9,,1,1
4,20,-36.775961,-73.067675,0.0,144.1,101.2,-36.778712,-73.065859,0.0,234.9,35.2,,1,1
2,18,-36.779223,-73.065147,0.0,116.9,26.1,-36.778997,-73.065677,0.0,59.7,147.8,,1,1
3,21,-36.776528,-73.065377,0.0,283.6,211.6,-36.780418,-73.06631,0.0,71.4,217.5,,1,1
7,18,-36.777305,-73.064652,0.0,113,351.3,-36.777124,-73.068183,0.0,255.9,26,,1,1
2,11,-36.775314,-73.064254,0.0,261.4,171.4,-36.779633,-73.066513,0.0,266.7,55.1,,1,1
3,11,-36.775623,-73.067297,0.0,265.9,244.7,-36.776643,-73.065615,0.0,25.5,297.5,,1,1
1,15,-36.776686,-73.067965,0.0,72.2,59.9,-36.777721,-73.066645,0.0,79.8,257.5,,1,1
5,20,-36.777036,-73.064028,0.0,12.1,94.6,-36.780348,-73.065461,0.0,0.1,349.6,,1,1
10,16,-36.777387,-73.066558,0.0,208.9,284.1,-36.779955,-73.066676,0.0,30.5,214.2,,1,1
10,16,-36.77532,-73.068408,0.0,229.4,80.6,-36.777733,-73.067176,0.0,174.5,25.7,,1,1
9,13,-36.778805,-73.064957,0.0,201.4,80.9,-36.777876,-73.06668,0.0,199,298.2,,1,1
7,12,-36.777213,-73.065018,0.0,263.5,49.6,-36.778845,-73.064826,0.0,123.5,116.7,,1,1
8,16,-36.78016,-73.068387,0.0,128.7,323.6,-36.77536,-73.066808,0.0,163.9,69.5,,1,1
5,13,-36.778473,-73.064025,0.0,72.6,230.3,-36.776224,-73.066444,0.0,185.7,180.9,,1,1
10,20,-36.778312,-73.06851,0.0,47.1,36.8,-36.775199,-73.06779,0.0,170.3,149,,1,1
8,12,-36.778169,-73.064974,0.0,56.8,189.9,-36.776553,-73.065351,0.0,233.2,330.7,,1,1
10,18,-36.775169,-73.067903,0.0,75.7,58.4,-36.778308,-73.065819,0.0,240.6,203.8,,1,1
10,13,-36.776611,-73.065537,0.0,243.7,223.8,-36.778007,-73.068402,0.0,43.7,88.6,,1,1
2,11,-36.780054,-73.066768,0.0,3.9,89.1,-36.77907,-73.067327,0.0,225.5,88.4,,1,1
6,16,-36.776536,-73.06642,0.0,108.9,124,-36.779369,-73.064665,0.0,93.8,220.1,,1,1
5,21,-36.779955,-73.063932,0.0,207,325.2,-36.777788,-73.064629,0.0,29.5,131.2,,1,1
4,11,-36.778482,-73.068071,0.0,180.3,1.6,-36.779086,-73.063864,0.0,1.7,272.6,,1,1
5,16,-36.776635,-73.068591,0.0,256.1,315.1,-36.778132,-73.068605,0.0,194.9,107.3,,1,1
10,17,-36.778403,-73.066776,0.0,218.2,154,-36.775272,-73.065906,0.0,131.8,286,,1,1
9,19,-36.778166,-73.064223,0.0,120.5,19,-36.77865,-73.068417,0.0,153.3,252.9,,1,1
1,13,-36.779425,-73.067001,0.0,275.7,304.8,-36.779157,-73.067884,0.0,263.2,183.2,,1,1
3,20,-36.778617,-73.064762,0.0,282.2,293.4,-36.775335,-73.067141,0.0,119.6,164,,1,1
10,20,-36.775744,-73.066867,0.0,9.7,24.9,-36.778687,-73.067152,0.0,78.9,60,,1,1
1,21,-36.776972,-73.066754,0.0,93.5,296.4,-36.778354,-73.067429,0.0,119.4,214.8,,1,1
6,12,-36.779194,-73.066444,0.0,272.3,238,-36.780031,-73.066452,0.0,114.1,169.9,,1,1
10,21,-36.777844,-73.067593,0.0,133.4,303,-36.778649,-73.068305,0.0,202.5,236.4,,1,1
1,14,-36.776818,-73.067953,0.0,228.4,247.1,-36.777157,-73.067819,0.0,146.3,297.1,,1,1
5,20,-36.775556,-73.067226,0.0,176.4,30.7,-36.7753,-73.065815,0.0,54.7,238.7,,1,1
9,20,-36.777934,-73.06837,0.0,99.8,11.5,-36.780028,-73.067068,0.0,32.8,111.6,,1,1
6,14,-36.776681,-73.063893,0.0,27.1,152.6,-36.780005,-73.067804,0.0,190.2,85.5,,1,1
7,14,-36.777991,-73.066257,0.0,262.9,84.7,-36.776818,-73.06776,0.0,100.7,82,,1,1
2,19,-36.77569,-73.068083,0.0,272.8,234.3,-36.779621,-73.066559,0.0,296.7,126.2,,1,1
6,19,-36.777498,-73.067685,0.0,156,144.9,-36.779819,-73.067263,0.0,235.2,106.4,,1,1
5,15,-36.777476,-73.068097,0.0,209.8,173.7,-36.78007,-73.065461,0.0,238.8,141.3,,1,1
10,14,-36.780321,-73.067904,0.0,98.6,110.5,-36.776074,-73.06548,0.0,72.4,149,,1,1
5,12,-36.778143,-73.065327,0.0,261.1,254.4,-36.777741,-73.067253,0.0,170.1,192.5,,1,1
10,11,-36.775534,-73.063881,0.0,43.8,65,-36.778082,-73.067781,0.0,281.2,282,,1,1
7,14,-36.776594,-73.068147,0.0,66.2,164.2,-36.776338,-73.068281,0.0,86.6,315.4,,1,1
5,18,-36.779951,-73.064197,0.0,187.9,156.5,-36.777793,-73.067317,0.0,174.4,351.4,,1,1
3,21,-36.779387,-73.064281,0.0,106.2,89.6,-36.776555,-73.064927,0.0,121.5,143.4,,1,1
8,11,-36.77571,-73.066952,0.0,29.8,152.1,-36.779231,-73.064158,0.0,168.5,255.3,,1,1
7,15,-36.776205,-73.06563,0.0,280.4,248.7,-36.779209,-73.067573,0.0,140,106.1,,1,1
2,15,-36.7784,-73.066648,0.0,10.2,21.5,-36.777208,-73.066212,0.0,137.1,241.8,,1,1
4,15,-36.776456,-73.066122,0.0,52.5,167.9,-36.777621,-73.066351,0.0,276.5,47.1,,1,1
2,13,-36.778683,-73.067354,0.0,271,96.4,-36.779434,-73.064362,0.0,271.5,358.8,,1,1
4,17,-36.779702,-73.064984,0.0,193.7,335.5,-36.780275,-73.065709,0.0,165.3,214,,1,1
3,21,-36.777381,-73.067275,0.0,157.4,270,-36.775598,-73.066141,0.0,181.7,83.1,,1,1
4,14,-36.778378,-73.065484,0.0,102.6,247.5,-36.775192,-73.067249,0.0,45.1,46.4,,1,1
1,19,-36.778009,-73.06679,0.0,80.5,355.8,-36.775316,-73.065764,0.0,54.9,332.3,,1,1
2,13,-36.779689,-73.064834,0.0,259.6,176.6,-36.775808,-73.065346,0.0,184,230.4,,1,1
7,18,-36.778287,-73.065999,0.0,127,266.5,-36.778908,-73.067186,0.0,251.9,316.1,,1,1
6,19,-36.778347,-73.066331,0.0,246.8,242.5,-36.777094,-73.066999,0.0,119.3,26.1,,1,1
3,21,-36.776676,-73.064726,0.0,51.8,351.9,-36.775343,-73.064665,0.0,96.6,177.1,,1,1
4,18,-36.779697,-73.068295,0.0,45.6,170,-36.775749,-73.067461,0.0,272.4,38.8,,1,1
10,11,-36.775251,-73.065596,0.0,243.2,210.4,-36.775786,-73.064926,0.0,6.6,111.6,,1,1
10,12,-36.780146,-73.068448,0.0,240,275.4,-36.776505,-73.066036,0.0,275.3,161.1,,1,1
2,19,-36.779377,-73.06768,0.0,150.8,95.7,-36.778576,-73.064048,0.0,285.7,210.3,,1,1
4,13,-36.779095,-73.064057,0.0,9.5,111.6,-36.779134,-73.0667,0.0,87.5,93.1,,1,1
5,20,-36.777867,-73.064883,0.0,37.1,265,-36.776635,-73.063951,0.0,144.8,145.8,,1,1
8,21,-36.778652,-73.06782,0.0,4.5,221.5,-36.779018,-73.067317,0.0,239.3,301.8,,1,1
4,13,-36.778715,-73.065048,0.0,207.7,62,-36.777833,-73.067747,0.0,241.5,76.8,,1,1
3,20,-36.778412,-73.065694,0.0,47.5,262.9,-36.779424,-73.065357,0.0,70.7,197,,1,1
6,17,-36.780289,-73.066234,0.0,26.1,58.7,-36.777388,-73.064451,0.0,284.2,257.7,,1,1
8,18,-36.775846,-73.068604,0.0,282.9,13.4,-36.779665,-73.064845,0.0,260.1,211.8,,1,1
2,15,-36.780448,-73.065527,0.0,295.9,187.2,-36.778039,-73.068098,0.0,101.3,184.3,,1,1
3,16,-36.776864,-73.063945,0.0,205.4,68.8,-36.780441,-73.064365,0.0,212.1,158.4,,1,1
1,15,-36.775981,-73.064119,0.0,12.4,248.3,-36.776846,-73.067712,0.0,154.2,322.3,,1,1
1,20,-36.778351,-73.065883,0.0,69.6,282,-36.776575,-73.066525,0.0,192.9,81.7,,1,1
4,15,-36.775972,-73.066625,0.0,277.5,158.4,-36.77682,-73.068291,0.0,265.8,61.3,,1,1
9,11,-36.776117,-73.06853,0.0,33.2,282.5,-36.779273,-73.065229,0.0,10.8,91.5,,1,1
5,18,-36.779087,-73.064539,0.0,295.1,220.6,-36.776808,-73.064517,0.0,280.7,201,,1,1
6,15,-36.775933,-73.065573,0.0,15.2,329.5,-36.777726,-73.064348,0.0,9.5,144.7,,1,1
8,20,-36.775195,-73.068199,0.0,118.8,56.7,-36.776822,-73.067725,0.0,267.3,337.8,,1,1
3,12,-36.777137,-73.068326,0.0,77.6,202.2,-36.775798,-73.067947,0.0,219,112,,1,1
7,19,-36.780004,-73.06619,0.0,44.7,103.1,-36.775387,-73.064239,0.0,147.5,259,,1,1
4,20,-36.777687,-73.068616,0.0,215.6,287.9,-36.778564,-73.067501,0.0,223.5,333.1,,1,1
6,19,-36.777213,-73.064505,0.0,39.3,114.5,-36.777942,-73.065792,0.0,238,156.3,,1,1
1,16,-36.777557,-73.064989,0.0,113,93.9,-36.779915,-73.067837,0.0,22.1,75.5,,1,1
10,19,-36.7781,-73.067243,0.0,228.4,282.2,-36.779552,-73.066158,0.0,8.7,315.4,,1,1
8,16,-36.780138,-73.067792,0.0,85.1,234,-36.776002,-73.064718,0.0,49.9,337.3,,1,1
3,15,-36.77945,-73.065475,0.0,253.6,124.1,-36.779863,-73.066894,0.0,292.2,350.1,,1,1
8,12,-36.776129,-73.068413,0.0,244.1,162.5,-36.77869,-73.067161,0.0,85.2,201.9,,1,1
9,18,-36.779902,-73.063842,0.0,194,166,-36.77606,-73.066045,0.0,98.8,3.4,,1,1
2,19,-36.778143,-73.066405,0.0,154.2,352.1,-36.77751,-73.065751,0.0,215.7,43.7,,1,1
8,12,-36.777692,-73.066603,0.0,89.5,15.5,-36.7755,-73.064885,0.0,224.7,113.1,,1,1
7,17,-36.77912,-73.06751,0.0,41.8,63.1,-36.776332,-73.068061,0.0,276.1,32.9,,1,1
8,21,-36.778254,-73.065035,0.0,237.1,79.5,-36.777671,-73.065574,0.0,245.9,93.5,,1,1
10,14,-36.779923,-73.067265,0.0,28.4,98.1,-36.776873,-73.064864,0.0,179.8,137.5,,1,1
3,19,-36.775318,-73.067312,0.0,135.6,58.8,-36.779224,-73.067564,0.0,231.9,95.3,,1,1
8,13,-36.77569,-73.067075,0.0,20.3,100.7,-36.776462,-73.064276,0.0,70.3,232.4,,1,1
5,11,-36.77908,-73.067544,0.0,159.9,198.1,-36.779964,-73.064032,0.0,236.7,286.1,,1,1
7,18,-36.778959,-73.065347,0.0,212.7,259.2,-36.779363,-73.066906,0.0,40.6,127.4,,1,1
5,13,-36.775277,-73.065384,0.0,159.2,331.7,-36.779778,-73.066342,0.0,113.8,293.4,,1,1
8,19,-36.775686,-73.066844,0.0,13.2,273.5,-36.779713,-73.066349,0.0,47.6,78.5,,1,1
3,14,-36.77914,-73.066161,0.0,11.7,340.5,-36.777251,-73.065341,0.0,207.5,161.4,,1,1
10,21,-36.778417,-73.06419,0.0,19.5,289.5,-36.779914,-73.06658,0.0,274.1,246.4,,1,1
3,18,-36.775259,-73.065907,0.0,77.7,191.7,-36.775713,-73.065043,0.0,96.1,32.7,,1,1
7,16,-36.778125,-73.064875,0.0,272.5,214.2,-36.780327,-73.063983,0.0,197.3,306.1,,1,1
1,17,-36.779353,-73.067663,0.0,262.3,64.8,-36.776055,-73.066092,0.0,247.4,9.9,,1,1
4,16,-36.779149,-73.067742,0.0,261.7,64.7,-36.777963,-73.068481,0.0,73.4,14.4,,1,1
6,19,-36.776043,-73.063848,0.0,222.9,241,-36.777097,-73.066217,0.0,26.1,258.1,,1,1
6,19,-36.776522,-73.067246,0.0,180.4,277.7,-36.77831,-73.066138,0.0,75.4,318.6,,1,1
4,17,-36.778658,-73.067207,0.0,0.6,345.4,-36.77794,-73.065064,0.0,195.6,286.7,,1,1
5,14,-36.779584,-73.067044,0.0,66.8,108,-36.775699,-73.066549,0.0,155.7,147.5,,1,1
